Date,Organization,Region,Product_Category,Product_Name,Units_Sold,Revenue,Cost,Profit,Inventory_Level,Promotion,Holiday
2025-10-09,Prime Wholesale,South,Fashion,Air Conditioner,380,1488080,948757.86,539322.14,3931,Yes,No
2025-02-13,Future Bazaar,South,Fashion,Sofa,155,110515,62569.4,47945.6,4143,Yes,No
2023-10-11,Global Mart,Central,Furniture,Rice 10kg,74,120176,78166.18,42009.82,2082,No,No
2024-09-09,Global Mart,West,Furniture,Keyboard,88,423896,240938.61,182957.39,4993,No,No
2023-04-18,Prime Wholesale,Central,Appliances,T-Shirt,29,43616,29792.69,13823.31,1364,Yes,No
2025-10-03,Prime Wholesale,South,Fashion,Printer,142,633320,504644.82,128675.18,4742,No,No
2025-04-10,ABC Retail,East,Fashion,T-Shirt,55,120230,100025.73,20204.27,1027,No,No
2023-04-23,XYZ Stores,Central,Fashion,Refrigerator,400,346400,285906.03,60493.97,1466,No,No
2024-12-09,XYZ Stores,East,Furniture,Rice 10kg,432,702864,462282.72,240581.28,3391,No,No
2025-06-15,XYZ Stores,East,Appliances,Washing Machine,196,957656,731749.6,225906.4,1623,No,No
2023-04-11,ABC Retail,West,Electronics,Dining Table,244,313540,209871.39,103668.61,4659,No,No
2024-09-24,XYZ Stores,South,Furniture,Printer,33,27324,16584.11,10739.89,4430,Yes,No
2024-12-02,ABC Retail,North,Appliances,Table,137,655956,408056.32,247899.68,4733,No,Yes
2023-04-02,Global Mart,North,Furniture,Table,92,383088,279016.66,104071.34,1746,No,No
2024-01-07,Global Mart,West,Electronics,Table,34,145044,120242.43,24801.57,2286,Yes,No
2024-04-20,Future Bazaar,Central,Grocery,Air Conditioner,297,381051,233048.56,148002.44,1159,Yes,No
2023-10-26,Global Mart,Central,Electronics,Rice 10kg,252,866376,718065.65,148310.35,2674,No,No
2024-12-01,Prime Wholesale,East,Fashion,Rice 10kg,185,606800,466533.9,140266.1,280,No,No
2023-01-17,XYZ Stores,Central,Electronics,Monitor,288,357696,253612.5,104083.5,4138,No,No
2023-06-12,Global Mart,East,Electronics,Washing Machine,246,1016964,661439.76,355524.24,4596,No,No
2025-06-10,Prime Wholesale,South,Fashion,T-Shirt,69,234669,193592.39,41076.61,594,Yes,No
2023-09-26,XYZ Stores,Central,Electronics,Sofa,482,1545774,956723.36,589050.64,1619,No,Yes
2025-09-19,Future Bazaar,West,Fashion,Refrigerator,65,247130,184727.95,62402.05,4417,No,No
2024-06-11,XYZ Stores,Central,Electronics,Monitor,230,628820,368884.84,259935.16,1311,No,No
2025-07-15,ABC Retail,South,Furniture,Refrigerator,105,240345,162022.37,78322.63,787,Yes,No
2024-05-19,XYZ Stores,South,Grocery,Printer,194,60722,36901.83,23820.17,3093,No,No
2023-03-27,XYZ Stores,Central,Fashion,Keyboard,48,90432,69523.28,20908.72,4687,Yes,No
2023-02-25,Global Mart,North,Grocery,Dining Table,128,123008,94710.19,28297.81,4431,Yes,No
2025-09-20,XYZ Stores,Central,Grocery,Washing Machine,154,503118,410091.5,93026.5,3537,No,No
2025-04-24,Prime Wholesale,North,Appliances,Printer,452,277528,204901.17,72626.83,3162,No,No
2024-06-24,Global Mart,East,Appliances,Smartphone,183,114192,67783.68,46408.32,1948,No,No
2025-10-25,XYZ Stores,West,Furniture,Washing Machine,425,2000475,1136820.23,863654.77,3615,No,No
2025-12-20,XYZ Stores,West,Appliances,Refrigerator,54,13122,10814.45,2307.55,1130,No,No
2024-10-19,ABC Retail,Central,Fashion,Air Conditioner,447,242274,159354.34,82919.66,1123,No,No
2024-10-06,Future Bazaar,North,Electronics,Keyboard,393,1927272,1570199.92,357072.08,2329,No,No
2023-07-21,Global Mart,East,Appliances,Air Conditioner,168,676200,460233.19,215966.81,1611,No,No
2025-08-20,Global Mart,West,Fashion,Monitor,221,887315,663331.93,223983.07,2102,No,No
2025-07-10,ABC Retail,Central,Furniture,Washing Machine,358,807290,661730.02,145559.98,71,No,No
2023-07-31,ABC Retail,East,Furniture,Sofa,401,1771618,1286448.28,485169.72,3963,No,No
2023-05-13,Global Mart,East,Fashion,Laptop,74,152958,94948.31,58009.69,1185,Yes,No
2023-12-07,XYZ Stores,East,Furniture,Dining Table,118,355416,205078.4,150337.6,4486,Yes,No
2024-08-21,Global Mart,Central,Furniture,Rice 10kg,65,77740,49445.0,28295.0,2322,No,No
2024-12-10,ABC Retail,West,Appliances,Sofa,349,1094813,890349.36,204463.64,3859,Yes,No
2025-11-29,ABC Retail,North,Furniture,Air Conditioner,394,1910900,1264015.77,646884.23,4873,Yes,No
2025-12-12,ABC Retail,North,Furniture,Keyboard,80,226560,131267.19,95292.81,3290,Yes,No
2025-02-04,Global Mart,West,Electronics,Washing Machine,203,840217,513798.36,326418.64,2637,No,No
2024-08-22,XYZ Stores,South,Furniture,Rice 10kg,174,269700,177916.05,91783.95,1510,Yes,No
2023-12-13,XYZ Stores,South,Appliances,Mouse,476,512652,410239.22,102412.78,4376,No,No
2025-10-05,Global Mart,Central,Fashion,Printer,421,1365303,872981.61,492321.39,1774,No,No
2024-12-27,Future Bazaar,South,Appliances,Printer,172,454424,325141.85,129282.15,4716,Yes,No
2024-12-27,Prime Wholesale,Central,Furniture,Sofa,12,47340,28072.5,19267.5,524,No,No
2025-06-29,ABC Retail,North,Fashion,Monitor,465,119505,81864.55,37640.45,1723,No,No
2023-06-05,XYZ Stores,South,Furniture,Rice 10kg,324,300672,229174.79,71497.21,1783,No,No
2023-11-15,Prime Wholesale,North,Grocery,Printer,90,199890,155414.75,44475.25,3091,No,No
2023-01-03,Global Mart,South,Electronics,Dining Table,233,190827,128580.65,62246.35,2655,Yes,No
2023-12-26,Future Bazaar,East,Fashion,Sofa,414,1382760,927193.93,455566.07,2778,No,No
2024-09-16,ABC Retail,East,Grocery,Table,365,1488470,930549.74,557920.26,534,No,No
2023-12-15,Prime Wholesale,South,Electronics,Washing Machine,129,310890,258458.03,52431.97,3929,Yes,No
2025-02-27,Future Bazaar,West,Furniture,Rice 10kg,238,1140496,800626.54,339869.46,2448,No,No
2023-04-06,Global Mart,East,Appliances,Keyboard,406,203406,117937.23,85468.77,254,No,No
2023-01-03,Global Mart,West,Furniture,T-Shirt,275,829950,635613.15,194336.85,4284,No,No
2025-06-23,XYZ Stores,West,Appliances,Rice 10kg,109,379320,262119.42,117200.58,1286,Yes,Yes
2023-10-20,ABC Retail,South,Electronics,Refrigerator,262,477888,269068.0,208820.0,4507,Yes,No
2023-04-28,XYZ Stores,Central,Fashion,Smartphone,101,423998,345096.05,78901.95,4753,Yes,No
2024-11-24,Prime Wholesale,North,Furniture,Washing Machine,129,100104,78062.83,22041.17,2345,No,No
2024-10-14,XYZ Stores,East,Fashion,Sofa,46,196052,160411.76,35640.24,2823,No,No
2023-10-19,Future Bazaar,Central,Grocery,Dining Table,124,285448,160981.56,124466.44,2243,No,No
2023-12-13,Future Bazaar,West,Electronics,Mouse,494,1176214,803946.58,372267.42,4292,No,No
2023-02-02,Prime Wholesale,North,Fashion,Office Chair,212,517704,355794.81,161909.19,478,Yes,No
2023-05-12,Global Mart,North,Grocery,Sofa,499,1705582,972316.56,733265.44,4820,No,No
2025-10-25,Prime Wholesale,Central,Appliances,Table,71,55522,41713.56,13808.44,2619,Yes,No
2023-03-04,Global Mart,West,Grocery,Printer,340,373320,282877.35,90442.65,3559,No,No
2024-01-19,XYZ Stores,East,Electronics,Washing Machine,264,1075800,912580.04,163219.96,2947,No,No
2023-04-15,Global Mart,North,Furniture,Keyboard,345,1232685,923366.97,309318.03,3808,No,No
2023-04-30,Prime Wholesale,South,Fashion,Rice 10kg,282,254082,202847.09,51234.91,4316,No,No
2023-01-29,Prime Wholesale,South,Appliances,Sofa,276,419244,324533.38,94710.62,820,No,No
2023-10-19,ABC Retail,Central,Furniture,Air Conditioner,276,65412,48337.2,17074.8,2457,No,No
2025-10-15,Global Mart,East,Fashion,Rice 10kg,284,120416,82420.32,37995.68,1815,No,No
2023-09-02,Global Mart,West,Electronics,Table,285,648945,540134.78,108810.22,3600,No,No
2024-06-05,Prime Wholesale,East,Furniture,Keyboard,466,1991218,1570840.57,420377.43,4845,Yes,No
2024-12-04,Global Mart,Central,Fashion,Mouse,262,1190790,707769.68,483020.32,4447,No,No
2025-04-26,XYZ Stores,North,Furniture,T-Shirt,305,132370,102897.82,29472.18,3318,No,No
2025-12-12,Global Mart,East,Fashion,Printer,291,301476,215676.83,85799.17,830,Yes,No
2025-05-21,ABC Retail,North,Fashion,Table,462,1445598,1213048.93,232549.07,1133,No,No
2024-10-20,Global Mart,Central,Electronics,Air Conditioner,339,114243,69492.29,44750.71,621,No,No
2023-03-06,Future Bazaar,East,Electronics,Rice 10kg,344,1483328,1113730.63,369597.37,276,Yes,No
2023-05-20,XYZ Stores,East,Grocery,Air Conditioner,86,422948,324997.99,97950.01,2806,No,No
2025-07-14,XYZ Stores,South,Grocery,Keyboard,416,163904,107885.26,56018.74,2276,No,No
2024-12-27,ABC Retail,West,Grocery,Laptop,463,2276108,1270969.46,1005138.54,3465,No,No
2025-12-12,XYZ Stores,Central,Grocery,Washing Machine,292,287912,212845.67,75066.33,1016,No,Yes
2025-07-27,Prime Wholesale,East,Furniture,Dining Table,306,1390158,850268.7,539889.3,2814,No,No
2024-07-03,Future Bazaar,East,Furniture,Sofa,133,571634,471370.26,100263.74,4304,No,No
2023-06-19,Future Bazaar,West,Appliances,Dining Table,216,546264,407362.97,138901.03,1433,No,No
2023-05-07,Future Bazaar,South,Fashion,Table,150,289500,232132.39,57367.61,2509,No,No
2025-04-20,Future Bazaar,South,Electronics,Sofa,369,1645371,1209852.36,435518.64,602,No,No
2024-12-28,Future Bazaar,Central,Furniture,Sofa,188,289332,166874.41,122457.59,1977,No,No
2023-02-10,Global Mart,Central,Furniture,Smartphone,414,136620,85370.7,51249.3,3543,No,No
2023-08-22,Future Bazaar,South,Appliances,Dining Table,452,930668,581177.99,349490.01,415,No,No
2025-01-04,Prime Wholesale,West,Grocery,Table,490,1642480,952713.75,689766.25,825,Yes,No
2023-08-19,XYZ Stores,Central,Grocery,Refrigerator,457,105110,61365.95,43744.05,151,No,No
2023-12-01,Future Bazaar,East,Fashion,T-Shirt,258,977046,643633.37,333412.63,2798,No,No
2023-03-07,Future Bazaar,East,Appliances,Printer,322,137816,83504.97,54311.03,4552,No,No
2025-07-12,XYZ Stores,East,Grocery,Air Conditioner,347,304666,178563.89,126102.11,3420,No,No
2023-10-09,XYZ Stores,South,Furniture,Table,396,1519848,1268062.31,251785.69,4886,No,No
2023-09-02,Prime Wholesale,North,Grocery,Printer,26,4836,3001.36,1834.64,1230,Yes,No
2024-06-19,ABC Retail,West,Furniture,Office Chair,389,1884316,1043588.82,840727.18,2519,No,No
2024-12-08,ABC Retail,West,Electronics,Keyboard,253,1172402,706728.97,465673.03,1428,No,No
2024-08-14,Global Mart,South,Appliances,Printer,157,335509,223299.17,112209.83,4364,No,No
2023-09-14,Prime Wholesale,West,Electronics,Rice 10kg,112,78736,49429.13,29306.87,4288,No,Yes
2025-05-04,XYZ Stores,South,Appliances,Mouse,409,511250,342825.45,168424.55,4421,No,No
2024-05-21,Global Mart,Central,Fashion,Keyboard,336,174048,146211.45,27836.55,2400,No,No
2023-04-20,Global Mart,East,Grocery,Rice 10kg,132,588192,452381.7,135810.3,3189,Yes,No
2023-05-20,XYZ Stores,Central,Furniture,Printer,436,498348,403622.13,94725.87,4048,Yes,No
2024-07-06,Global Mart,Central,Fashion,Rice 10kg,490,1259790,766074.62,493715.38,4718,Yes,No
2025-04-26,ABC Retail,Central,Furniture,Mouse,97,193321,125954.95,67366.05,4077,No,No
2023-02-13,Prime Wholesale,North,Grocery,Table,483,2366700,1660639.93,706060.07,4499,No,No
2024-06-20,Global Mart,North,Electronics,Air Conditioner,129,359652,248958.64,110693.36,2334,Yes,Yes
2023-08-07,XYZ Stores,Central,Furniture,Office Chair,456,1616064,1351612.63,264451.37,1266,No,No
2023-06-25,Prime Wholesale,North,Fashion,Sofa,322,1154048,729900.47,424147.53,3313,No,No
2025-03-26,ABC Retail,North,Grocery,T-Shirt,127,492125,332527.33,159597.67,2914,No,No
2024-07-27,Global Mart,West,Fashion,Refrigerator,121,244541,180704.77,63836.23,1809,Yes,No
2023-12-24,Future Bazaar,West,Furniture,Air Conditioner,177,642510,425594.93,216915.07,145,No,No
2023-08-17,Prime Wholesale,West,Furniture,Dining Table,11,34716,20030.66,14685.34,2246,No,No
2024-10-06,Global Mart,North,Appliances,Washing Machine,205,28700,20616.58,8083.42,3279,Yes,No
2024-05-05,Prime Wholesale,South,Furniture,Washing Machine,311,1049936,658415.49,391520.51,2247,No,No
2024-05-08,XYZ Stores,North,Fashion,Mouse,19,60857,34121.32,26735.68,4176,No,No
2024-04-09,Global Mart,West,Grocery,Rice 10kg,305,412970,343365.3,69604.7,1991,No,No
2024-05-10,Future Bazaar,Central,Fashion,Rice 10kg,293,974811,604369.78,370441.22,4067,No,Yes
2024-07-29,Global Mart,South,Grocery,Table,467,497355,376514.01,120840.99,3564,No,No
2025-09-22,ABC Retail,North,Furniture,Table,495,557865,341449.47,216415.53,3069,No,No
2025-06-24,Prime Wholesale,East,Grocery,Laptop,313,472630,334427.16,138202.84,124,No,No
2024-11-23,XYZ Stores,North,Electronics,Refrigerator,214,240536,133064.82,107471.18,407,Yes,Yes
2024-06-12,ABC Retail,North,Appliances,Mouse,255,249900,147412.33,102487.67,4010,No,Yes
2023-04-23,Future Bazaar,Central,Appliances,Air Conditioner,386,77200,59681.09,17518.91,2885,No,No
2023-12-26,Global Mart,North,Grocery,T-Shirt,440,1188440,886178.47,302261.53,2260,No,No
2025-11-28,Global Mart,Central,Grocery,Office Chair,398,493918,396599.28,97318.72,3357,Yes,No
2024-02-21,Global Mart,North,Fashion,Rice 10kg,94,65142,48274.55,16867.45,4321,Yes,No
2025-11-24,Global Mart,West,Fashion,Mouse,41,76096,57985.57,18110.43,3792,No,No
2025-06-14,XYZ Stores,Central,Fashion,Office Chair,270,640980,459245.26,181734.74,3797,Yes,No
2024-08-17,Prime Wholesale,East,Appliances,T-Shirt,37,150923,89065.15,61857.85,3313,No,No
2024-03-13,XYZ Stores,West,Grocery,Table,234,91026,50859.8,40166.2,2021,No,No
2023-03-08,Global Mart,West,Appliances,Sofa,340,1441260,908107.07,533152.93,3238,No,No
2025-04-26,XYZ Stores,North,Furniture,Smartphone,487,1071887,656913.31,414973.69,2744,Yes,No
2025-09-14,Future Bazaar,East,Furniture,Laptop,41,181056,103027.8,78028.2,2505,No,No
2023-09-17,Prime Wholesale,East,Furniture,Smartphone,88,208560,155907.66,52652.34,4864,No,No
2025-07-12,ABC Retail,Central,Electronics,Washing Machine,87,73080,61530.24,11549.76,2219,No,No
2025-07-30,Prime Wholesale,East,Furniture,Mouse,480,1507200,1058687.41,448512.59,4519,Yes,No
2024-11-11,Future Bazaar,South,Grocery,Dining Table,320,170240,133442.75,36797.25,3503,No,No
2024-01-19,Future Bazaar,West,Furniture,Dining Table,112,121632,93977.31,27654.69,2096,No,No
2025-02-02,Future Bazaar,North,Fashion,Smartphone,194,906174,731368.18,174805.82,3140,No,No
2023-05-22,Prime Wholesale,South,Grocery,Laptop,16,16448,10775.44,5672.56,1579,Yes,No
2025-11-12,Global Mart,South,Electronics,Smartphone,57,98211,69748.43,28462.57,4783,No,No
2024-10-03,Global Mart,South,Fashion,Office Chair,287,1418928,1181297.64,237630.36,1080,No,No
2023-08-16,ABC Retail,East,Grocery,Rice 10kg,127,330581,208407.21,122173.79,4106,No,No
2024-03-04,ABC Retail,West,Fashion,Refrigerator,305,1085495,803136.08,282358.92,4971,No,No
2024-05-04,Future Bazaar,East,Grocery,Rice 10kg,478,2092206,1450119.77,642086.23,4554,Yes,No
2023-07-17,Future Bazaar,South,Grocery,Table,54,54324,34937.02,19386.98,2036,Yes,No
2024-08-10,Prime Wholesale,West,Appliances,Refrigerator,143,56628,46506.9,10121.1,4216,No,No
2024-01-12,Prime Wholesale,West,Electronics,Office Chair,307,1339748,1097139.14,242608.86,3742,No,Yes
2025-01-06,Global Mart,Central,Electronics,Monitor,349,164728,93202.13,71525.87,4960,No,No
2025-02-03,Global Mart,East,Fashion,Washing Machine,375,774375,630381.04,143993.96,3535,No,No
2023-01-05,ABC Retail,Central,Appliances,Keyboard,419,1389823,1166694.34,223128.66,2930,No,No
2025-05-19,Prime Wholesale,South,Fashion,Rice 10kg,358,1563744,965768.17,597975.83,3183,Yes,No
2024-10-31,XYZ Stores,South,Appliances,Dining Table,117,220662,132346.55,88315.45,1234,No,No
2023-11-06,XYZ Stores,East,Appliances,Air Conditioner,80,332480,275956.11,56523.89,1627,Yes,Yes
2025-01-24,Global Mart,South,Fashion,Keyboard,249,714381,599476.69,114904.31,2418,No,No
2025-07-06,Future Bazaar,West,Appliances,Washing Machine,191,121285,92302.39,28982.61,134,No,No
2025-09-27,Future Bazaar,South,Appliances,Dining Table,385,1621620,1146570.69,475049.31,3722,No,No
2023-07-03,XYZ Stores,Central,Furniture,Keyboard,41,54448,39372.81,15075.19,4459,No,No
2023-02-04,Global Mart,East,Furniture,Air Conditioner,60,180000,122502.59,57497.41,4976,No,No
2023-06-04,Prime Wholesale,South,Electronics,Air Conditioner,14,15540,13020.45,2519.55,2338,No,No
2025-10-19,Global Mart,Central,Electronics,Mouse,123,154119,106080.99,48038.01,4984,Yes,No
2024-05-29,XYZ Stores,East,Electronics,Washing Machine,461,2212339,1431290.09,781048.91,4646,Yes,No
2023-03-17,Future Bazaar,West,Grocery,Refrigerator,303,1494396,836046.31,658349.69,4531,No,No
2024-07-31,XYZ Stores,West,Appliances,Table,241,460792,340179.57,120612.43,3366,No,No
2023-03-12,XYZ Stores,East,Electronics,Sofa,113,193682,108381.68,85300.32,4774,No,No
2024-05-11,Global Mart,East,Furniture,Printer,498,1861026,1156243.93,704782.07,2538,Yes,Yes
2024-09-13,Future Bazaar,East,Grocery,Smartphone,43,159487,123251.76,36235.24,2016,Yes,No
2024-07-04,Global Mart,North,Electronics,Keyboard,82,360964,246553.92,114410.08,3982,No,No
2023-08-07,Future Bazaar,East,Grocery,Keyboard,492,963336,612100.28,351235.72,3189,No,No
2024-12-22,Prime Wholesale,North,Electronics,Keyboard,126,392238,222944.75,169293.25,3243,Yes,No
2023-01-12,Future Bazaar,West,Electronics,Smartphone,116,159036,99920.64,59115.36,94,No,No
2024-01-22,Prime Wholesale,East,Appliances,Dining Table,364,1140412,948534.55,191877.45,167,No,No
2024-07-13,XYZ Stores,Central,Grocery,Sofa,421,1950072,1316364.98,633707.02,1618,No,Yes
2025-10-01,ABC Retail,Central,Fashion,T-Shirt,205,913480,729084.94,184395.06,3218,Yes,No
2023-06-07,Future Bazaar,North,Appliances,Air Conditioner,31,71858,50899.25,20958.75,2398,No,No
2025-03-06,Global Mart,West,Furniture,Sofa,150,339450,280566.91,58883.09,4882,Yes,Yes
2023-07-10,Prime Wholesale,South,Electronics,Sofa,55,170280,106322.87,63957.13,3031,No,No
2025-10-01,Global Mart,East,Electronics,Sofa,125,305125,172456.77,132668.23,3968,No,No
2025-06-10,Future Bazaar,Central,Fashion,Washing Machine,343,1703338,1407829.82,295508.18,3234,No,No
2025-03-19,Prime Wholesale,South,Electronics,Keyboard,193,789949,481491.64,308457.36,4541,No,No
2023-04-06,Future Bazaar,Central,Grocery,Laptop,86,170538,131015.19,39522.81,4181,No,Yes
2025-10-25,XYZ Stores,East,Appliances,Table,410,1344390,1131240.04,213149.96,917,No,No
2024-06-22,Prime Wholesale,Central,Furniture,Smartphone,12,56544,42744.84,13799.16,2679,No,No
2023-06-20,XYZ Stores,West,Fashion,Mouse,324,1037772,654614.39,383157.61,2217,Yes,No
2025-01-07,Global Mart,West,Appliances,Mouse,67,32428,25713.42,6714.58,2325,Yes,Yes
2023-03-06,ABC Retail,West,Furniture,Air Conditioner,109,281983,215330.59,66652.41,1833,Yes,No
2023-12-31,Prime Wholesale,Central,Appliances,Rice 10kg,136,167144,137497.63,29646.37,1584,No,No
2023-07-10,XYZ Stores,Central,Grocery,Printer,178,520472,413791.71,106680.29,3512,No,No
2025-12-25,ABC Retail,South,Appliances,Washing Machine,399,679098,516076.62,163021.38,4216,Yes,No
2025-03-20,XYZ Stores,East,Grocery,Table,463,719039,424950.76,294088.24,4226,No,No
2024-04-03,XYZ Stores,South,Fashion,Office Chair,130,234260,198224.52,36035.48,3734,No,No
2023-10-30,Prime Wholesale,North,Grocery,Dining Table,84,246540,137706.45,108833.55,1969,No,No
2024-07-15,Prime Wholesale,North,Grocery,Monitor,210,1014720,624882.41,389837.59,1809,Yes,No
2024-03-21,Future Bazaar,South,Furniture,Smartphone,436,1882212,1194819.92,687392.08,2359,No,No
2023-04-18,ABC Retail,West,Fashion,Smartphone,148,115292,90211.18,25080.82,2472,No,No
2025-05-14,ABC Retail,Central,Electronics,Smartphone,291,406818,250767.67,156050.33,158,No,No
2023-06-16,XYZ Stores,North,Appliances,Sofa,462,1875720,1238194.81,637525.19,1371,No,No
2024-12-20,Prime Wholesale,South,Grocery,Dining Table,33,89694,71276.51,18417.49,3538,No,No
2024-07-18,Prime Wholesale,South,Furniture,Printer,58,58696,36381.31,22314.69,2357,No,No
2025-10-28,Prime Wholesale,North,Appliances,Dining Table,141,229407,149162.22,80244.78,564,No,Yes
2023-01-02,Global Mart,West,Appliances,Office Chair,447,144828,102478.36,42349.64,4001,No,Yes
2024-11-06,Prime Wholesale,West,Furniture,Air Conditioner,152,253688,145649.95,108038.05,3475,No,No
2023-04-05,XYZ Stores,South,Fashion,Keyboard,323,350132,220875.38,129256.62,4640,No,No
2023-07-20,Global Mart,East,Electronics,Printer,228,466716,275314.3,191401.7,986,No,No
2023-10-12,ABC Retail,South,Furniture,Keyboard,281,1100958,729205.25,371752.75,4740,No,No
2024-11-18,Future Bazaar,West,Appliances,Table,119,238238,133345.67,104892.33,4841,Yes,No
2023-03-23,Global Mart,South,Furniture,Washing Machine,45,220680,168708.92,51971.08,3225,No,No
2024-05-03,ABC Retail,East,Electronics,Smartphone,394,534658,389185.89,145472.11,4556,Yes,No
2024-07-07,Prime Wholesale,South,Grocery,Rice 10kg,70,295330,194404.78,100925.22,243,Yes,No
2024-02-18,XYZ Stores,Central,Furniture,Sofa,338,663156,524283.34,138872.66,3824,No,No
2023-08-30,Prime Wholesale,North,Furniture,Smartphone,83,30461,25386.08,5074.92,1500,No,No
2024-04-27,Prime Wholesale,South,Electronics,Air Conditioner,119,252994,201180.31,51813.69,3925,No,No
2024-06-11,XYZ Stores,South,Fashion,Dining Table,430,1311070,816350.13,494719.87,840,No,Yes
2024-09-21,Future Bazaar,East,Grocery,Refrigerator,28,13412,8808.2,4603.8,4568,No,No
2024-09-18,Prime Wholesale,East,Electronics,T-Shirt,493,68034,38804.07,29229.93,2338,No,Yes
2024-11-09,ABC Retail,West,Grocery,Air Conditioner,83,384871,246972.59,137898.41,792,No,No
2025-10-11,Global Mart,Central,Grocery,Keyboard,81,42282,25636.4,16645.6,632,No,No
2023-04-21,Prime Wholesale,West,Electronics,T-Shirt,369,210699,169890.77,40808.23,4652,No,Yes
2024-04-06,Global Mart,North,Grocery,Laptop,472,2282120,1936489.15,345630.85,3169,Yes,No
2025-07-15,XYZ Stores,Central,Appliances,Smartphone,302,303812,237160.15,66651.85,4160,No,No
2024-03-06,Prime Wholesale,South,Furniture,Keyboard,490,2338770,1405846.89,932923.11,80,No,No
2023-07-04,Future Bazaar,Central,Fashion,Smartphone,479,2329377,1509580.76,819796.24,563,No,No
2025-02-28,Future Bazaar,West,Appliances,Washing Machine,448,1201536,875594.68,325941.32,1939,No,No
2024-11-13,ABC Retail,Central,Appliances,Refrigerator,80,238560,143704.04,94855.96,3952,No,No
2023-05-01,Prime Wholesale,East,Furniture,Table,339,267810,183929.25,83880.75,1098,No,No
2023-05-23,Global Mart,South,Appliances,Laptop,13,22139,13704.89,8434.11,2243,No,No
2023-01-13,XYZ Stores,East,Fashion,Rice 10kg,85,17935,11741.9,6193.1,1089,No,Yes
2025-04-10,Future Bazaar,North,Grocery,Keyboard,151,283578,194132.96,89445.04,4300,Yes,No
2024-07-08,Global Mart,North,Fashion,T-Shirt,253,562672,312002.73,250669.27,2454,No,No
2024-04-01,Prime Wholesale,North,Electronics,Rice 10kg,206,361736,201546.74,160189.26,119,No,Yes
2025-05-23,XYZ Stores,North,Electronics,Table,350,224000,146353.04,77646.96,2052,Yes,No
2024-06-09,Global Mart,North,Electronics,Laptop,372,1838424,1428160.21,410263.79,3256,No,Yes
2025-03-10,ABC Retail,South,Electronics,Printer,340,901340,646832.15,254507.85,749,No,No
2023-07-14,XYZ Stores,Central,Electronics,Office Chair,250,1113750,778300.36,335449.64,831,No,No
2024-09-07,Prime Wholesale,North,Fashion,Smartphone,269,55145,31688.64,23456.36,2140,No,No
2025-02-17,Prime Wholesale,East,Electronics,Mouse,439,1091793,735006.44,356786.56,3844,Yes,No
2024-11-14,Global Mart,Central,Fashion,Mouse,295,434830,259755.01,175074.99,4501,Yes,Yes
2025-07-06,Prime Wholesale,North,Furniture,Refrigerator,324,138996,109461.07,29534.93,3210,No,No
2023-07-10,Future Bazaar,West,Grocery,T-Shirt,191,655321,529965.21,125355.79,4472,No,No
2025-06-13,XYZ Stores,North,Appliances,Table,411,328389,236646.32,91742.68,425,No,No
2025-11-14,Future Bazaar,North,Fashion,Keyboard,128,437248,361721.16,75526.84,2015,Yes,No
2025-04-12,Future Bazaar,North,Grocery,Sofa,65,26325,21307.75,5017.25,2045,No,No
2025-02-09,Future Bazaar,East,Appliances,Mouse,220,500280,379005.42,121274.58,509,No,No
2023-10-13,XYZ Stores,North,Electronics,Refrigerator,83,120433,73470.7,46962.3,2491,No,No
2025-10-01,Global Mart,West,Furniture,Office Chair,132,183876,105766.4,78109.6,4511,No,No
2023-06-24,Future Bazaar,East,Electronics,Smartphone,16,69008,41321.88,27686.12,4188,No,No
2023-08-11,Prime Wholesale,West,Electronics,Printer,233,983959,652085.54,331873.46,2955,Yes,No
2024-12-15,Prime Wholesale,North,Grocery,T-Shirt,408,391272,283021.48,108250.52,1277,No,No
2024-02-03,Global Mart,Central,Fashion,Keyboard,446,2046694,1558970.88,487723.12,4742,No,No
2024-05-28,Prime Wholesale,East,Furniture,Smartphone,406,1712102,1410878.51,301223.49,1031,No,No
2023-10-21,Future Bazaar,Central,Electronics,Monitor,360,603000,368732.48,234267.52,4990,Yes,No
2023-06-11,Prime Wholesale,East,Electronics,Office Chair,274,1260126,837275.77,422850.23,2694,No,Yes
2024-05-30,ABC Retail,North,Furniture,Office Chair,488,1475712,1080564.04,395147.96,1708,Yes,Yes
2023-07-13,Future Bazaar,East,Grocery,Keyboard,393,326583,224465.12,102117.88,3106,No,No
2025-11-26,ABC Retail,South,Grocery,Laptop,38,99218,58554.68,40663.32,2395,No,No
2025-01-20,Future Bazaar,South,Furniture,Rice 10kg,379,909221,720008.86,189212.14,3506,No,No
2023-06-13,Prime Wholesale,West,Electronics,Sofa,228,1006164,814691.42,191472.58,4452,No,No
2024-05-31,Future Bazaar,South,Furniture,Smartphone,483,548688,345305.33,203382.67,4484,No,No
2024-06-18,ABC Retail,East,Electronics,Keyboard,267,548685,322312.56,226372.44,4266,No,No
2023-10-15,Prime Wholesale,South,Grocery,Rice 10kg,244,1090436,610903.84,479532.16,1056,Yes,No
2025-08-26,ABC Retail,West,Appliances,Dining Table,447,1900644,1072288.49,828355.51,3776,No,No
2023-06-12,ABC Retail,Central,Furniture,Keyboard,236,172516,116497.74,56018.26,4977,Yes,No
2024-08-24,Future Bazaar,East,Furniture,Mouse,465,926280,555993.41,370286.59,1638,No,No
